"D6 RINs OPIS CURRENT YEAR - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063CW,IFED,01,006 ,   23372,   14528,    7544,    3493,    5227,   12108,   23248,   23145,     124,     227,   23372,   14528,    7544,    3493,    5227,   12108,   23248,   23145,     124,     227,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      82,    -146,    -170,     123,      81,     134,      58,      87,      24,      -5,  100.0,   62.2,   32.3,   14.9,   22.4,   51.8,   99.5,   99.0,    0.5,    1.0,  100.0,   62.2,   32.3,   14.9,   22.4,   51.8,   99.5,   99.0,    0.5,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     71,     23,     23,     11,     15,     12,     40,     44,     71,     23,     23,     11,     15,     12,     40,     44,      0,      0,      0,      0,      0,      0,      0,      0,    47.7,    44.1,    68.0,    61.1,    36.8,    41.5,    55.7,    56.5,    47.7,    44.1,    68.0,    61.1,    36.8,    41.5,    55.7,    56.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(50,000 RINs)","0063CW","IFED","006 "
"PA SOLAR ALTER ENERGY CREDIT - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DA,IFED,01,006 ,   22255,    6385,    2100,       0,   15870,   20155,   22255,   22255,       0,       0,   22255,    6385,    2100,       0,   15870,   20155,   22255,   22255,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   28.7,    9.4,    0.0,   71.3,   90.6,  100.0,  100.0,    0.0,    0.0,  100.0,   28.7,    9.4,    0.0,   71.3,   90.6,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      5,      4,      0,     12,      6,     17,     10,     26,      5,      4,      0,     12,      6,     17,     10,      0,      0,      0,      0,      0,      0,      0,      0,    51.5,    87.9,    81.3,    97.3,    51.5,    86.3,    81.3,    95.7,    51.5,    87.9,    81.3,    97.3,    51.5,    86.3,    81.3,    95.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(10 PA SRECs)","0063DA","IFED","006 "
"CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DB,IFED,01,006 ,   70681,   10754,   42099,    7708,   52196,   20874,   70658,   70681,      23,       0,   70681,   10754,   42099,    7708,   52196,   20874,   70658,   70681,      23,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3805,    3781,   -4217,    4353,   -4329,    3675,    3805,    3811,       0,      -6,  100.0,   15.2,   59.6,   10.9,   73.8,   29.5,  100.0,  100.0,    0.0,    0.0,  100.0,   15.2,   59.6,   10.9,   73.8,   29.5,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     53,     18,     11,     14,     17,     14,     42,     32,     53,     18,     11,     14,     17,     14,     42,     32,      0,      0,      0,      0,      0,      0,      0,      0,    62.2,    66.8,    79.2,    83.3,    62.0,    62.3,    75.5,    77.8,    62.2,    66.8,    79.2,    83.3,    62.0,    62.3,    75.5,    77.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1,000 California carbon allowances)","0063DB","IFED","006 "
"D4 BIODIESEL RINs OPIS CURR YR - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DG,IFED,01,006 ,   14025,    6201,    7195,    1559,    6105,    5163,   13865,   13917,     160,     108,   14025,    6201,    7195,    1559,    6105,    5163,   13865,   13917,     160,     108,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     574,     202,     290,     -78,     424,     318,     548,     530,      26,      44,  100.0,   44.2,   51.3,   11.1,   43.5,   36.8,   98.9,   99.2,    1.1,    0.8,  100.0,   44.2,   51.3,   11.1,   43.5,   36.8,   98.9,   99.2,    1.1,    0.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     60,     25,     12,      9,     12,     12,     42,     29,     60,     25,     12,      9,     12,     12,     42,     29,      0,      0,      0,      0,      0,      0,      0,      0,    38.5,    63.4,    56.8,    77.5,    38.2,    59.3,    55.7,    73.5,    38.5,    63.4,    56.8,    77.5,    38.2,    59.3,    55.7,    73.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(50,000 RINs)","0063DG","IFED","006 "
"CT RECs CLASS 1 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DK,IFED,01,006 ,    9940,    3950,     550,       0,    5990,    9390,    9940,    9940,       0,       0,    9940,    3950,     550,       0,    5990,    9390,    9940,    9940,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   39.7,    5.5,    0.0,   60.3,   94.5,  100.0,  100.0,    0.0,    0.0,  100.0,   39.7,    5.5,    0.0,   60.3,   94.5,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      3,      3,      0,      8,     13,     11,     16,     25,      3,      3,      0,      8,     13,     11,     16,      0,      0,      0,      0,      0,      0,      0,      0,    77.0,    59.8,    93.8,    85.1,    76.0,    59.8,    91.2,    84.3,    77.0,    59.8,    93.8,    85.1,    76.0,    59.8,    91.2,    84.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 MWh of Class 1 Renewable Energy Cer","0063DK","IFED","006 "
"MASS COMPLIANCE RECs CLASS 1 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DL,IFED,01,006 ,   23287,     150,    9650,     600,   22537,   13037,   23287,   23287,       0,       0,   23287,     150,    9650,     600,   22537,   13037,   23287,   23287,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,    0.6,   41.4,    2.6,   96.8,   56.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.6,   41.4,    2.6,   96.8,   56.0,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,      1,      7,      2,     10,     14,     12,     22,     29,      1,      7,      2,     10,     14,     12,     22,      0,      0,      0,      0,      0,      0,      0,      0,    87.9,    56.9,    97.7,    77.2,    87.9,    56.9,    95.3,    76.1,    87.9,    56.9,    97.7,    77.2,    87.9,    56.9,    95.3,    76.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"100 MWh of Class 1 Renewable Energy Cert","0063DL","IFED","006 "
"MARYLAND COMPLIANCE REC TIER1 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DM,IFED,01,006 ,   10084,    1100,    4912,       0,    8984,    5172,   10084,   10084,       0,       0,   10084,    1100,    4912,       0,    8984,    5172,   10084,   10084,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   10.9,   48.7,    0.0,   89.1,   51.3,  100.0,  100.0,    0.0,    0.0,  100.0,   10.9,   48.7,    0.0,   89.1,   51.3,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,      2,      5,      0,     10,      8,     12,     13,     23,      2,      5,      0,     10,      8,     12,     13,      0,      0,      0,      0,      0,      0,      0,      0,    68.7,    65.4,    90.0,    89.2,    68.7,    65.4,    83.5,    85.0,    68.7,    65.4,    90.0,    89.2,    68.7,    65.4,    83.5,    85.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 Tier 1 RECs)","0063DM","IFED","006 "
"NEPOOL DUAL RECs CLASS 1 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DQ,IFED,01,006 ,   14135,    1615,    8146,     455,   12040,    5534,   14110,   14135,      25,       0,   14135,    1615,    8146,     455,   12040,    5534,   14110,   14135,      25,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   11.4,   57.6,    3.2,   85.2,   39.2,   99.8,  100.0,    0.2,    0.0,  100.0,   11.4,   57.6,    3.2,   85.2,   39.2,   99.8,  100.0,    0.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,      1,      4,      1,     12,      8,     13,     13,     22,      1,      4,      1,     12,      8,     13,     13,      0,      0,      0,      0,      0,      0,      0,      0,    58.9,    72.7,    86.3,    90.8,    55.6,    72.7,    80.8,    90.0,    58.9,    72.7,    86.3,    90.8,    55.6,    72.7,    80.8,    90.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"100 MWh of Class 1 Renewable Energy Cert","0063DQ","IFED","006 "
"PA COMPLIANCE AECs TIER1 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063DT,IFED,01,006 ,   63542,   18477,   16061,    2065,   43000,   45416,   63542,   63542,       0,       0,   63542,   18477,   16061,    2065,   43000,   45416,   63542,   63542,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1650,    1114,    1976,      86,     450,    -412,    1650,    1650,       0,       0,  100.0,   29.1,   25.3,    3.2,   67.7,   71.5,  100.0,  100.0,    0.0,    0.0,  100.0,   29.1,   25.3,    3.2,   67.7,   71.5,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     10,      6,      4,     21,     13,     33,     21,     41,     10,      6,      4,     21,     13,     33,     21,      0,      0,      0,      0,      0,      0,      0,      0,    46.6,    67.6,    64.4,    88.5,    46.6,    67.0,    63.8,    85.5,    46.6,    67.6,    64.4,    88.5,    46.6,    67.0,    63.8,    85.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(100 AECs)","0063DT","IFED","006 "
"WASHINGTON CARBON ALL V2026 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063EA,IFED,01,006 ,    3711,    2461,    2029,     185,    1057,    1441,    3703,    3655,       8,      56,    3711,    2461,    2029,     185,    1057,    1441,    3703,    3655,       8,      56,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     342,     462,     306,       0,    -100,      56,     362,     362,     -20,     -20,  100.0,   66.3,   54.7,    5.0,   28.5,   38.8,   99.8,   98.5,    0.2,    1.5,  100.0,   66.3,   54.7,    5.0,   28.5,   38.8,   99.8,   98.5,    0.2,    1.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     31,      6,     12,      2,      8,      9,     15,     22,     31,      6,     12,      2,      8,      9,     15,     22,      0,      0,      0,      0,      0,      0,      0,      0,    85.2,    46.0,    96.1,    69.4,    80.1,    45.8,    91.1,    66.9,    85.2,    46.0,    96.1,    69.4,    80.1,    45.8,    91.1,    66.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 Washington carbon allowances","0063EA","IFED","006 "
"CALIF CARBON ALL VINTAGE 2026 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063EE,IFED,01,006 ,  206628,  140434,   57744,   10219,   55685,  138628,  206338,  206591,     290,      37,  206628,  140434,   57744,   10219,   55685,  138628,  206338,  206591,     290,      37,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11838,   -1407,    -681,    3149,    9922,    9455,   11664,   11923,     174,     -85,  100.0,   68.0,   27.9,    4.9,   26.9,   67.1,   99.9,  100.0,    0.1,    0.0,  100.0,   68.0,   27.9,    4.9,   26.9,   67.1,   99.9,  100.0,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    143,     65,     30,     16,     33,     30,    104,     70,    143,     65,     30,     16,     33,     30,    104,     70,      0,      0,      0,      0,      0,      0,      0,      0,    38.0,    21.2,    54.2,    39.0,    37.2,    21.0,    51.5,    38.6,    38.0,    21.2,    54.2,    39.0,    37.2,    21.0,    51.5,    38.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 California carbon allowances","0063EE","IFED","006 "
"CALIF CARBON ALL VINTAGE 2027 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063EI,IFED,01,006 ,   25472,    6436,    4522,     405,   18631,   20539,   25472,   25466,       0,       6,   25472,    6436,    4522,     405,   18631,   20539,   25472,   25466,       0,       6,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     707,     235,    1246,       0,     494,    -530,     729,     716,     -22,      -9,  100.0,   25.3,   17.8,    1.6,   73.1,   80.6,  100.0,  100.0,    0.0,    0.0,  100.0,   25.3,   17.8,    1.6,   73.1,   80.6,  100.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     33,     11,      6,      1,      8,      8,     20,     14,     33,     11,      6,      1,      8,      8,     20,     14,      0,      0,      0,      0,      0,      0,      0,      0,    74.9,    83.0,    90.8,    95.0,    74.9,    81.5,    90.8,    93.4,    74.9,    83.0,    90.8,    95.0,    74.9,    81.5,    90.8,    93.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 California carbon allowances","0063EI","IFED","006 "
"CALIF CARBON ALLOWANCE V2026 - NODAL EXCHANGE",260519,2026-05-19,0063EL,NODX,01,006 ,    6916,    3801,    3636,       0,    3063,    3240,    6864,    6876,      52,      40,    6916,    3801,    3636,       0,    3063,    3240,    6864,    6876,      52,      40,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      -2,       4,       7,       0,      -1,     -10,       3,      -3,      -5,       1,  100.0,   55.0,   52.6,    0.0,   44.3,   46.8,   99.2,   99.4,    0.8,    0.6,  100.0,   55.0,   52.6,    0.0,   44.3,   46.8,   99.2,   99.4,    0.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      4,      6,      0,      8,      7,     12,     13,     25,      4,      6,      0,      8,      7,     12,     13,      0,      0,      0,      0,      0,      0,      0,      0,    80.4,    79.0,    95.8,    95.8,    80.4,    79.0,    95.8,    95.8,    80.4,    79.0,    95.8,    95.8,    80.4,    79.0,    95.8,    95.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1,000 California carbon allowances)","0063EL","NODX","006 "
"RGGI V2026 - ICE FUTURES ENERGY DIV",260519,2026-05-19,0063EM,IFED,01,006 ,   66884,   11570,    6536,    4814,   50404,   55514,   66788,   66864,      96,      20,   66884,   11570,    6536,    4814,   50404,   55514,   66788,   66864,      96,      20,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -211,   -2479,   -1820,    -260,    2509,    1877,    -230,    -203,      19,      -8,  100.0,   17.3,    9.8,    7.2,   75.4,   83.0,   99.9,  100.0,    0.1,    0.0,  100.0,   17.3,    9.8,    7.2,   75.4,   83.0,   99.9,  100.0,    0.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     61,     25,     11,      5,     20,     12,     47,     26,     61,     25,     11,      5,     20,     12,     47,     26,      0,      0,      0,      0,      0,      0,      0,      0,    55.6,    82.3,    74.2,    90.6,    54.6,    73.4,    67.6,    79.3,    55.6,    82.3,    74.2,    90.6,    54.6,    73.4,    67.6,    79.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1,000 RGGI CO2 Allowances","0063EM","IFED","006 "
